Date  AveragePrice  type  region
6/19/2016  1.44  conventional  SanFrancisco
6/12/2016  1.45  conventional  SanFrancisco
6/5/2016  1.35  conventional  SanFrancisco
5/29/2016  1.34  conventional  SanFrancisco
5/22/2016  1.31  conventional  SanFrancisco
5/15/2016  1.37  conventional  SanFrancisco
5/8/2016  1.06  conventional  SanFrancisco
5/1/2016  0.99  conventional  SanFrancisco
4/24/2016  1  conventional  SanFrancisco
4/17/2016  1.39  conventional  SanFrancisco
4/10/2016  1.38  conventional  SanFrancisco
4/3/2016  1.12  conventional  SanFrancisco
3/27/2016  1.47  conventional  SanFrancisco
3/20/2016  1.4  conventional  SanFrancisco
3/13/2016  1.41  conventional  SanFrancisco
3/6/2016  1.29  conventional  SanFrancisco
2/28/2016  1.29  conventional  SanFrancisco
2/21/2016  1.15  conventional  SanFrancisco
2/14/2016  1.34  conventional  SanFrancisco
2/7/2016  0.89  conventional  SanFrancisco
1/31/2016  1.27  conventional  SanFrancisco
1/24/2016  1.05  conventional  SanFrancisco
1/17/2016  1.24  conventional  SanFrancisco
1/10/2016  1.21  conventional  SanFrancisco
1/3/2016  0.93  conventional  SanFrancisco
12/25/2016  1.17  conventional  Seattle
12/18/2016  1.09  conventional  Seattle
12/11/2016  0.88  conventional  Seattle
12/4/2016  1.23  conventional  Seattle
11/27/2016  1.45  conventional  Seattle
11/20/2016  1.41  conventional  Seattle
11/13/2016  1.43  conventional  Seattle
11/6/2016  1.43  conventional  Seattle
10/30/2016  1.42  conventional  Seattle
10/23/2016  1.12  conventional  Seattle
10/16/2016  1.2  conventional  Seattle
10/9/2016  1.23  conventional  Seattle
10/2/2016  0.89  conventional  Seattle
9/25/2016  1.03  conventional  Seattle
9/18/2016  1.03  conventional  Seattle
9/11/2016  1  conventional  Seattle
9/4/2016  1.13  conventional  Seattle
8/28/2016  1.08  conventional  Seattle
8/21/2016  1.11  conventional  Seattle
8/14/2016  1.14  conventional  Seattle
8/7/2016  1.11  conventional  Seattle
7/31/2016  1.12  conventional  Seattle
7/24/2016  1.1  conventional  Seattle
7/17/2016  1.03  conventional  Seattle
7/10/2016  1.11  conventional  Seattle
7/3/2016  1.1  conventional  Seattle
6/26/2016  1.03  conventional  Seattle
6/19/2016  0.97  conventional  Seattle
6/12/2016  1.01  conventional  Seattle
6/5/2016  0.86  conventional  Seattle
5/29/2016  0.87  conventional  Seattle
5/22/2016  0.87  conventional  Seattle
5/15/2016  0.83  conventional  Seattle
5/8/2016  0.82  conventional  Seattle
5/1/2016  0.82  conventional  Seattle
4/24/2016  0.88  conventional  Seattle
4/17/2016  0.84  conventional  Seattle
4/10/2016  0.93  conventional  Seattle
4/3/2016  0.86  conventional  Seattle
3/27/2016  0.85  conventional  Seattle
3/20/2016  1.02  conventional  Seattle
3/13/2016  0.94  conventional  Seattle
3/6/2016  0.88  conventional  Seattle
2/28/2016  0.91  conventional  Seattle
2/21/2016  0.86  conventional  Seattle
2/14/2016  0.98  conventional  Seattle
2/7/2016  0.75  conventional  Seattle
1/31/2016  0.98  conventional  Seattle
1/24/2016  0.92  conventional  Seattle
1/17/2016  0.94  conventional  Seattle
1/10/2016  0.86  conventional  Seattle
1/3/2016  0.89  conventional  Seattle
12/25/2016  1.02  conventional  SouthCarolina
12/18/2016  1.07  conventional  SouthCarolina
12/11/2016  1.2  conventional  SouthCarolina
12/4/2016  1.09  conventional  SouthCarolina
11/27/2016  1.33  conventional  SouthCarolina
11/20/2016  1.34  conventional  SouthCarolina
11/13/2016  1.41  conventional  SouthCarolina
11/6/2016  1.5  conventional  SouthCarolina
10/30/2016  1.43  conventional  SouthCarolina
10/23/2016  1.4  conventional  SouthCarolina
10/16/2016  1.3  conventional  SouthCarolina
10/9/2016  1.32  conventional  SouthCarolina
10/2/2016  1.3  conventional  SouthCarolina
9/25/2016  1.25  conventional  SouthCarolina
9/18/2016  1.12  conventional  SouthCarolina
9/11/2016  1.08  conventional  SouthCarolina
9/4/2016  1.03  conventional  SouthCarolina
8/28/2016  1.11  conventional  SouthCarolina
8/21/2016  1.08  conventional  SouthCarolina
8/14/2016  1.11  conventional  SouthCarolina
8/7/2016  1.17  conventional  SouthCarolina
7/31/2016  1.18  conventional  SouthCarolina
7/24/2016  1.18  conventional  SouthCarolina
7/17/2016  1.17  conventional  SouthCarolina
7/10/2016  1.08  conventional  SouthCarolina
7/3/2016  0.95  conventional  SouthCarolina
6/26/2016  1.07  conventional  SouthCarolina
6/19/2016  0.97  conventional  SouthCarolina
6/12/2016  1.04  conventional  SouthCarolina
6/5/2016  0.94  conventional  SouthCarolina
5/29/2016  0.97  conventional  SouthCarolina
5/22/2016  1.04  conventional  SouthCarolina
5/15/2016  0.89  conventional  SouthCarolina
5/8/2016  0.82  conventional  SouthCarolina
5/1/2016  0.76  conventional  SouthCarolina
4/24/2016  0.93  conventional  SouthCarolina
4/17/2016  1.01  conventional  SouthCarolina
4/10/2016  0.96  conventional  SouthCarolina
4/3/2016  1.05  conventional  SouthCarolina
3/27/2016  1.07  conventional  SouthCarolina
3/20/2016  1.07  conventional  SouthCarolina
3/13/2016  0.96  conventional  SouthCarolina
3/6/2016  1.06  conventional  SouthCarolina
2/28/2016  0.93  conventional  SouthCarolina
2/21/2016  1.04  conventional  SouthCarolina
2/14/2016  0.91  conventional  SouthCarolina
2/7/2016  0.69  conventional  SouthCarolina
1/31/2016  1.01  conventional  SouthCarolina
1/24/2016  0.95  conventional  SouthCarolina
1/17/2016  1.05  conventional  SouthCarolina
1/10/2016  0.98  conventional  SouthCarolina
1/3/2016  1.03  conventional  SouthCarolina
12/25/2016  0.79  conventional  SouthCentral
12/18/2016  0.72  conventional  SouthCentral
12/11/2016  0.76  conventional  SouthCentral
12/4/2016  0.76  conventional  SouthCentral
11/27/2016  0.93  conventional  SouthCentral
11/20/2016  1.06  conventional  SouthCentral
11/13/2016  1.11  conventional  SouthCentral
11/6/2016  1.16  conventional  SouthCentral
10/30/2016  1.19  conventional  SouthCentral
10/23/2016  1.09  conventional  SouthCentral
10/16/2016  1.03  conventional  SouthCentral
10/9/2016  1  conventional  SouthCentral
10/2/2016  1.01  conventional  SouthCentral
9/25/2016  0.98  conventional  SouthCentral
9/18/2016  0.86  conventional  SouthCentral
9/11/2016  0.82  conventional  SouthCentral
9/4/2016  0.78  conventional  SouthCentral
8/28/2016  0.84  conventional  SouthCentral
8/21/2016  0.87  conventional  SouthCentral
8/14/2016  0.94  conventional  SouthCentral
8/7/2016  0.93  conventional  SouthCentral
7/31/2016  0.98  conventional  SouthCentral
7/24/2016  0.97  conventional  SouthCentral
7/17/2016  0.94  conventional  SouthCentral
7/10/2016  0.91  conventional  SouthCentral
7/3/2016  0.91  conventional  SouthCentral
6/26/2016  0.89  conventional  SouthCentral
6/19/2016  0.89  conventional  SouthCentral
6/12/2016  0.85  conventional  SouthCentral
6/5/2016  0.83  conventional  SouthCentral
5/29/2016  0.8  conventional  SouthCentral
5/22/2016  0.72  conventional  SouthCentral
5/15/2016  0.73  conventional  SouthCentral
5/8/2016  0.72  conventional  SouthCentral
5/1/2016  0.71  conventional  SouthCentral
4/24/2016  0.7  conventional  SouthCentral
4/17/2016  0.71  conventional  SouthCentral
4/10/2016  0.73  conventional  SouthCentral
4/3/2016  0.74  conventional  SouthCentral
3/27/2016  0.77  conventional  SouthCentral
3/20/2016  0.77  conventional  SouthCentral
3/13/2016  0.79  conventional  SouthCentral
3/6/2016  0.78  conventional  SouthCentral
2/28/2016  0.77  conventional  SouthCentral
2/21/2016  0.82  conventional  SouthCentral
2/14/2016  0.7  conventional  SouthCentral
2/7/2016  0.7  conventional  SouthCentral
1/31/2016  0.79  conventional  SouthCentral
1/24/2016  0.94  conventional  SouthCentral
1/17/2016  0.81  conventional  SouthCentral
1/10/2016  0.84  conventional  SouthCentral
1/3/2016  0.79  conventional  SouthCentral
12/25/2016  0.94  conventional  Southeast
12/18/2016  0.96  conventional  Southeast
12/11/2016  1.21  conventional  Southeast
12/4/2016  0.99  conventional  Southeast
11/27/2016  1.39  conventional  Southeast
11/20/2016  1.38  conventional  Southeast
11/13/2016  1.37  conventional  Southeast
11/6/2016  1.44  conventional  Southeast
10/30/2016  1.44  conventional  Southeast
10/23/2016  1.43  conventional  Southeast
10/16/2016  1.24  conventional  Southeast
10/9/2016  1.37  conventional  Southeast
10/2/2016  1.38  conventional  Southeast
9/25/2016  1.32  conventional  Southeast
9/18/2016  1.11  conventional  Southeast
9/11/2016  1.08  conventional  Southeast
9/4/2016  0.96  conventional  Southeast
8/28/2016  1.11  conventional  Southeast
8/21/2016  1.11  conventional  Southeast
8/14/2016  1.09  conventional  Southeast
8/7/2016  1.18  conventional  Southeast
7/31/2016  1.18  conventional  Southeast
7/24/2016  1.17  conventional  Southeast
7/17/2016  1.15  conventional  Southeast
7/10/2016  1.1  conventional  Southeast
7/3/2016  0.91  conventional  Southeast
6/26/2016  1.09  conventional  Southeast
6/19/2016  0.94  conventional  Southeast
6/12/2016  1.07  conventional  Southeast
6/5/2016  0.91  conventional  Southeast
5/29/2016  0.92  conventional  Southeast
5/22/2016  1.05  conventional  Southeast
5/15/2016  0.82  conventional  Southeast
5/8/2016  0.86  conventional  Southeast
5/1/2016  0.75  conventional  Southeast
4/24/2016  0.84  conventional  Southeast
4/17/2016  1.01  conventional  Southeast
4/10/2016  0.86  conventional  Southeast
4/3/2016  1.04  conventional  Southeast
3/27/2016  1.05  conventional  Southeast
3/20/2016  1.05  conventional  Southeast
3/13/2016  0.88  conventional  Southeast
3/6/2016  1.07  conventional  Southeast
2/28/2016  0.84  conventional  Southeast
2/21/2016  1.04  conventional  Southeast
2/14/2016  0.98  conventional  Southeast
2/7/2016  0.62  conventional  Southeast
1/31/2016  1.02  conventional  Southeast
1/24/2016  0.9  conventional  Southeast
1/17/2016  1.09  conventional  Southeast
1/10/2016  0.93  conventional  Southeast
1/3/2016  1.06  conventional  Southeast
12/25/2016  1.15  conventional  Spokane
12/18/2016  0.97  conventional  Spokane
12/11/2016  0.96  conventional  Spokane
12/4/2016  1.4  conventional  Spokane
11/27/2016  1.49  conventional  Spokane
11/20/2016  1.14  conventional  Spokane
11/13/2016  1.07  conventional  Spokane
11/6/2016  1.48  conventional  Spokane
10/30/2016  1.39  conventional  Spokane
10/23/2016  1.23  conventional  Spokane
10/16/2016  1.33  conventional  Spokane
10/9/2016  1.19  conventional  Spokane
10/2/2016  0.87  conventional  Spokane
9/25/2016  1.09  conventional  Spokane
9/18/2016  1.05  conventional  Spokane
9/11/2016  0.98  conventional  Spokane
9/4/2016  1.12  conventional  Spokane
8/28/2016  1.12  conventional  Spokane
8/21/2016  1.09  conventional  Spokane
8/14/2016  1.14  conventional  Spokane
8/7/2016  1.16  conventional  Spokane
7/31/2016  1.14  conventional  Spokane
7/24/2016  1.08  conventional  Spokane
7/17/2016  0.98  conventional  Spokane
7/10/2016  1.06  conventional  Spokane
7/3/2016  1.09  conventional  Spokane
6/26/2016  1.02  conventional  Spokane
6/19/2016  0.96  conventional  Spokane
6/12/2016  0.99  conventional  Spokane
6/5/2016  0.87  conventional  Spokane
5/29/2016  0.87  conventional  Spokane
5/22/2016  0.89  conventional  Spokane
5/15/2016  0.85  conventional  Spokane
5/8/2016  0.84  conventional  Spokane
5/1/2016  0.86  conventional  Spokane
4/24/2016  0.95  conventional  Spokane
4/17/2016  0.82  conventional  Spokane
4/10/2016  0.96  conventional  Spokane
4/3/2016  0.92  conventional  Spokane
3/27/2016  0.81  conventional  Spokane
3/20/2016  1.02  conventional  Spokane
3/13/2016  0.93  conventional  Spokane
3/6/2016  0.91  conventional  Spokane
2/28/2016  0.95  conventional  Spokane
2/21/2016  0.82  conventional  Spokane
2/14/2016  0.95  conventional  Spokane
2/7/2016  0.74  conventional  Spokane
1/31/2016  1  conventional  Spokane
1/24/2016  0.97  conventional  Spokane
1/17/2016  0.98  conventional  Spokane
1/10/2016  0.88  conventional  Spokane
1/3/2016  0.9  conventional  Spokane
12/25/2016  1.02  conventional  StLouis
12/18/2016  0.97  conventional  StLouis
12/11/2016  1.11  conventional  StLouis
12/4/2016  1.1  conventional  StLouis
11/27/2016  1.16  conventional  StLouis
11/20/2016  1.29  conventional  StLouis
11/13/2016  1.34  conventional  StLouis
11/6/2016  1.25  conventional  StLouis
10/30/2016  1.01  conventional  StLouis
10/23/2016  0.95  conventional  StLouis
10/16/2016  1.29  conventional  StLouis
10/9/2016  1.3  conventional  StLouis
10/2/2016  1.16  conventional  StLouis
9/25/2016  1.06  conventional  StLouis
9/18/2016  1.17  conventional  StLouis
9/11/2016  1.05  conventional  StLouis
9/4/2016  1.16  conventional  StLouis
8/28/2016  1.15  conventional  StLouis
8/21/2016  1.03  conventional  StLouis
8/14/2016  0.91  conventional  StLouis
8/7/2016  0.85  conventional  StLouis
7/31/2016  1.03  conventional  StLouis
7/24/2016  0.94  conventional  StLouis
7/17/2016  0.88  conventional  StLouis
7/10/2016  0.74  conventional  StLouis
7/3/2016  0.76  conventional  StLouis
6/26/2016  0.97  conventional  StLouis
6/19/2016  0.95  conventional  StLouis
6/12/2016  0.92  conventional  StLouis
6/5/2016  0.83  conventional  StLouis
5/29/2016  0.8  conventional  StLouis
5/22/2016  0.81  conventional  StLouis
5/15/2016  0.75  conventional  StLouis
5/8/2016  0.85  conventional  StLouis
5/1/2016  0.79  conventional  StLouis
4/24/2016  0.8  conventional  StLouis
4/17/2016  0.91  conventional  StLouis
4/10/2016  0.87  conventional  StLouis
4/3/2016  0.94  conventional  StLouis
3/27/2016  0.97  conventional  StLouis
3/20/2016  0.88  conventional  StLouis
3/13/2016  0.89  conventional  StLouis
3/6/2016  0.96  conventional  StLouis
2/28/2016  0.98  conventional  StLouis
2/21/2016  1  conventional  StLouis
2/14/2016  0.98  conventional  StLouis
2/7/2016  0.87  conventional  StLouis
1/31/2016  1.01  conventional  StLouis
1/24/2016  1.1  conventional  StLouis
1/17/2016  1.15  conventional  StLouis
1/10/2016  1.01  conventional  StLouis
1/3/2016  1  conventional  StLouis
12/25/2016  1.46  conventional  Syracuse
12/18/2016  1.42  conventional  Syracuse
12/11/2016  1.5  conventional  Syracuse
12/4/2016  1.64  conventional  Syracuse
11/27/2016  1.55  conventional  Syracuse
11/20/2016  1.61  conventional  Syracuse
11/13/2016  1.62  conventional  Syracuse
11/6/2016  1.59  conventional  Syracuse
10/30/2016  1.56  conventional  Syracuse
10/23/2016  1.38  conventional  Syracuse
10/16/2016  1.36  conventional  Syracuse
10/9/2016  1.23  conventional  Syracuse
10/2/2016  1.43  conventional  Syracuse
9/25/2016  1.54  conventional  Syracuse
9/18/2016  1.46  conventional  Syracuse
9/11/2016  1.35  conventional  Syracuse
9/4/2016  1.53  conventional  Syracuse
8/28/2016  1.38  conventional  Syracuse
8/21/2016  1.44  conventional  Syracuse
8/14/2016  1.35  conventional  Syracuse
8/7/2016  1.53  conventional  Syracuse
7/31/2016  1.6  conventional  Syracuse
7/24/2016  1.5  conventional  Syracuse
7/17/2016  1.31  conventional  Syracuse
7/10/2016  1.29  conventional  Syracuse
7/3/2016  1.37  conventional  Syracuse
6/26/2016  1.43  conventional  Syracuse
6/19/2016  1.35  conventional  Syracuse
6/12/2016  1.29  conventional  Syracuse
6/5/2016  1.31  conventional  Syracuse
5/29/2016  1.36  conventional  Syracuse
5/22/2016  1.27  conventional  Syracuse
5/15/2016  1.23  conventional  Syracuse
5/8/2016  1.23  conventional  Syracuse
5/1/2016  1.31  conventional  Syracuse
4/24/2016  1.22  conventional  Syracuse
4/17/2016  1.21  conventional  Syracuse
4/10/2016  1.28  conventional  Syracuse
4/3/2016  1.03  conventional  Syracuse
3/27/2016  1.29  conventional  Syracuse
3/20/2016  1.24  conventional  Syracuse
3/13/2016  1.18  conventional  Syracuse
3/6/2016  1.36  conventional  Syracuse
2/28/2016  1.27  conventional  Syracuse
2/21/2016  1.34  conventional  Syracuse
2/14/2016  1.28  conventional  Syracuse
2/7/2016  1.28  conventional  Syracuse
1/31/2016  1.2  conventional  Syracuse
1/24/2016  1.32  conventional  Syracuse
1/17/2016  1.37  conventional  Syracuse
1/10/2016  1.36  conventional  Syracuse
1/3/2016  1.34  conventional  Syracuse
12/25/2016  0.93  conventional  Tampa
12/18/2016  0.93  conventional  Tampa
12/11/2016  1.22  conventional  Tampa
12/4/2016  0.96  conventional  Tampa
11/27/2016  1.45  conventional  Tampa
11/20/2016  1.47  conventional  Tampa
11/13/2016  1.38  conventional  Tampa
11/6/2016  1.46  conventional  Tampa
10/30/2016  1.52  conventional  Tampa
10/23/2016  1.53  conventional  Tampa
10/16/2016  1.26  conventional  Tampa
10/9/2016  1.45  conventional  Tampa
10/2/2016  1.45  conventional  Tampa
9/25/2016  1.37  conventional  Tampa
9/18/2016  1.14  conventional  Tampa
9/11/2016  1.16  conventional  Tampa
9/4/2016  0.95  conventional  Tampa
8/28/2016  1.14  conventional  Tampa
8/21/2016  1.14  conventional  Tampa
8/14/2016  1.14  conventional  Tampa
8/7/2016  1.21  conventional  Tampa
7/31/2016  1.25  conventional  Tampa
7/24/2016  1.22  conventional  Tampa
7/17/2016  1.17  conventional  Tampa
7/10/2016  1.15  conventional  Tampa
7/3/2016  0.93  conventional  Tampa
6/26/2016  1.16  conventional  Tampa
6/19/2016  0.98  conventional  Tampa
6/12/2016  1.23  conventional  Tampa
6/5/2016  0.97  conventional  Tampa
5/29/2016  0.96  conventional  Tampa
5/22/2016  1.18  conventional  Tampa
5/15/2016  0.86  conventional  Tampa
5/8/2016  0.92  conventional  Tampa
5/1/2016  0.75  conventional  Tampa
4/24/2016  0.86  conventional  Tampa
4/17/2016  1.06  conventional  Tampa
4/10/2016  0.85  conventional  Tampa
4/3/2016  1.04  conventional  Tampa
3/27/2016  1.08  conventional  Tampa
3/20/2016  1.1  conventional  Tampa
3/13/2016  0.86  conventional  Tampa
3/6/2016  1.08  conventional  Tampa
2/28/2016  0.82  conventional  Tampa
2/21/2016  1.05  conventional  Tampa
2/14/2016  1  conventional  Tampa
2/7/2016  0.56  conventional  Tampa
1/31/2016  0.98  conventional  Tampa
1/24/2016  0.81  conventional  Tampa
1/17/2016  1.05  conventional  Tampa
1/10/2016  0.85  conventional  Tampa
1/3/2016  1.07  conventional  Tampa
12/25/2016  1  conventional  TotalUS
12/18/2016  0.96  conventional  TotalUS
12/11/2016  0.98  conventional  TotalUS
12/4/2016  1  conventional  TotalUS
11/27/2016  1.21  conventional  TotalUS
11/20/2016  1.27  conventional  TotalUS
11/13/2016  1.36  conventional  TotalUS
11/6/2016  1.44  conventional  TotalUS
10/30/2016  1.43  conventional  TotalUS
10/23/2016  1.34  conventional  TotalUS
10/16/2016  1.3  conventional  TotalUS
10/9/2016  1.27  conventional  TotalUS
10/2/2016  1.23  conventional  TotalUS
9/25/2016  1.22  conventional  TotalUS
9/18/2016  1.15  conventional  TotalUS
9/11/2016  1.08  conventional  TotalUS
9/4/2016  1.04  conventional  TotalUS
8/28/2016  1.09  conventional  TotalUS
8/21/2016  1.1  conventional  TotalUS
8/14/2016  1.12  conventional  TotalUS
8/7/2016  1.15  conventional  TotalUS
7/31/2016  1.23  conventional  TotalUS
7/24/2016  1.2  conventional  TotalUS
7/17/2016  1.15  conventional  TotalUS
7/10/2016  1.1  conventional  TotalUS
7/3/2016  1.06  conventional  TotalUS
6/26/2016  1.04  conventional  TotalUS
6/19/2016  1.02  conventional  TotalUS
6/12/2016  1.04  conventional  TotalUS
6/5/2016  0.97  conventional  TotalUS
5/29/2016  0.94  conventional  TotalUS
5/22/2016  0.93  conventional  TotalUS
5/15/2016  0.89  conventional  TotalUS
5/8/2016  0.82  conventional  TotalUS
5/1/2016  0.84  conventional  TotalUS
4/24/2016  0.87  conventional  TotalUS
4/17/2016  0.9  conventional  TotalUS
4/10/2016  0.9  conventional  TotalUS
4/3/2016  0.94  conventional  TotalUS
3/27/2016  0.94  conventional  TotalUS
3/20/2016  0.93  conventional  TotalUS
3/13/2016  0.93  conventional  TotalUS
3/6/2016  0.95  conventional  TotalUS
2/28/2016  0.91  conventional  TotalUS
2/21/2016  0.94  conventional  TotalUS
2/14/2016  0.88  conventional  TotalUS
2/7/2016  0.76  conventional  TotalUS
1/31/2016  0.93  conventional  TotalUS
1/24/2016  0.95  conventional  TotalUS
1/17/2016  0.94  conventional  TotalUS
1/10/2016  0.93  conventional  TotalUS
1/3/2016  0.86  conventional  TotalUS
12/25/2016  0.92  conventional  West
12/18/2016  0.88  conventional  West
12/11/2016  0.84  conventional  West
12/4/2016  0.93  conventional  West
11/27/2016  1.09  conventional  West
11/20/2016  1.1  conventional  West
11/13/2016  1.18  conventional  West
11/6/2016  1.26  conventional  West
10/30/2016  1.26  conventional  West
10/23/2016  1.17  conventional  West
10/16/2016  1.15  conventional  West
10/9/2016  1.13  conventional  West
10/2/2016  1.03  conventional  West
9/25/2016  1.08  conventional  West
9/18/2016  1.04  conventional  West
9/11/2016  0.96  conventional  West
9/4/2016  0.92  conventional  West
8/28/2016  0.96  conventional  West
8/21/2016  0.93  conventional  West
8/14/2016  1  conventional  West
8/7/2016  0.95  conventional  West
7/31/2016  1.1  conventional  West
7/24/2016  1.08  conventional  West
7/17/2016  1.02  conventional  West
7/10/2016  1.01  conventional  West
7/3/2016  0.97  conventional  West
6/26/2016  0.87  conventional  West
6/19/2016  0.86  conventional  West
6/12/2016  0.92  conventional  West
6/5/2016  0.82  conventional  West
5/29/2016  0.79  conventional  West
5/22/2016  0.83  conventional  West
5/15/2016  0.77  conventional  West
5/8/2016  0.75  conventional  West
5/1/2016  0.79  conventional  West
4/24/2016  0.78  conventional  West
4/17/2016  0.77  conventional  West
4/10/2016  0.79  conventional  West
4/3/2016  0.79  conventional  West
3/27/2016  0.78  conventional  West
3/20/2016  0.78  conventional  West
3/13/2016  0.81  conventional  West
3/6/2016  0.8  conventional  West
2/28/2016  0.78  conventional  West
2/21/2016  0.77  conventional  West
2/14/2016  0.78  conventional  West
2/7/2016  0.69  conventional  West
1/31/2016  0.85  conventional  West
1/24/2016  0.78  conventional  West
1/17/2016  0.81  conventional  West
1/10/2016  0.77  conventional  West
1/3/2016  0.73  conventional  West
12/25/2016  0.73  conventional  WestTexNewMexico
12/18/2016  0.76  conventional  WestTexNewMexico
12/11/2016  0.79  conventional  WestTexNewMexico
12/4/2016  0.85  conventional  WestTexNewMexico
11/27/2016  0.8  conventional  WestTexNewMexico
11/20/2016  0.99  conventional  WestTexNewMexico
11/13/2016  0.96  conventional  WestTexNewMexico
11/6/2016  0.99  conventional  WestTexNewMexico
10/30/2016  1.11  conventional  WestTexNewMexico
10/23/2016  1  conventional  WestTexNewMexico
10/16/2016  0.87  conventional  WestTexNewMexico
10/9/2016  1.05  conventional  WestTexNewMexico
10/2/2016  1.14  conventional  WestTexNewMexico
9/25/2016  1.07  conventional  WestTexNewMexico
9/18/2016  0.95  conventional  WestTexNewMexico
9/11/2016  0.73  conventional  WestTexNewMexico
9/4/2016  0.88  conventional  WestTexNewMexico
8/28/2016  0.93  conventional  WestTexNewMexico
8/21/2016  0.92  conventional  WestTexNewMexico
8/14/2016  0.93  conventional  WestTexNewMexico
8/7/2016  0.95  conventional  WestTexNewMexico
7/31/2016  1.06  conventional  WestTexNewMexico
7/24/2016  1.03  conventional  WestTexNewMexico
7/17/2016  0.95  conventional  WestTexNewMexico
7/10/2016  0.87  conventional  WestTexNewMexico
7/3/2016  0.86  conventional  WestTexNewMexico
6/26/2016  0.8  conventional  WestTexNewMexico
6/19/2016  0.79  conventional  WestTexNewMexico
6/12/2016  0.82  conventional  WestTexNewMexico
6/5/2016  0.75  conventional  WestTexNewMexico
5/29/2016  0.77  conventional  WestTexNewMexico
5/22/2016  0.8  conventional  WestTexNewMexico
5/15/2016  0.7  conventional  WestTexNewMexico
5/8/2016  0.74  conventional  WestTexNewMexico
5/1/2016  0.73  conventional  WestTexNewMexico
4/24/2016  0.77  conventional  WestTexNewMexico
4/17/2016  0.73  conventional  WestTexNewMexico
4/10/2016  0.77  conventional  WestTexNewMexico
4/3/2016  0.73  conventional  WestTexNewMexico
3/27/2016  0.71  conventional  WestTexNewMexico
3/20/2016  0.7  conventional  WestTexNewMexico
3/13/2016  0.72  conventional  WestTexNewMexico
3/6/2016  0.77  conventional  WestTexNewMexico
2/28/2016  0.73  conventional  WestTexNewMexico
2/21/2016  0.7  conventional  WestTexNewMexico
2/14/2016  0.7  conventional  WestTexNewMexico
2/7/2016  0.68  conventional  WestTexNewMexico
1/31/2016  0.79  conventional  WestTexNewMexico
1/24/2016  1.12  conventional  WestTexNewMexico
1/17/2016  0.83  conventional  WestTexNewMexico
1/10/2016  0.74  conventional  WestTexNewMexico
1/3/2016  0.76  conventional  WestTexNewMexico
12/31/2017  1.47  conventional  Albany
12/24/2017  1.45  conventional  Albany
12/17/2017  1.43  conventional  Albany
12/10/2017  1.29  conventional  Albany
12/3/2017  1.39  conventional  Albany
11/26/2017  1.5  conventional  Albany
11/19/2017  1.65  conventional  Albany
11/12/2017  1.26  conventional  Albany
11/5/2017  1.62  conventional  Albany
10/29/2017  1.67  conventional  Albany
10/22/2017  1.56  conventional  Albany
10/15/2017  1.65  conventional  Albany
10/8/2017  1.78  conventional  Albany
10/1/2017  1.69  conventional  Albany
9/24/2017  1.64  conventional  Albany
9/17/2017  1.41  conventional  Albany
9/10/2017  1.78  conventional  Albany
9/3/2017  1.76  conventional  Albany
8/27/2017  1.61  conventional  Albany
8/20/2017  1.61  conventional  Albany
8/13/2017  1.52  conventional  Albany
8/6/2017  1.53  conventional  Albany
7/30/2017  1.61  conventional  Albany
7/23/2017  1.49  conventional  Albany
7/16/2017  1.39  conventional  Albany
7/9/2017  1.52  conventional  Albany
7/2/2017  1.56  conventional  Albany
6/25/2017  1.53  conventional  Albany
6/18/2017  1.58  conventional  Albany
6/11/2017  1.65  conventional  Albany
6/4/2017  1.7  conventional  Albany
5/28/2017  1.8  conventional  Albany
5/21/2017  1.38  conventional  Albany
5/14/2017  1.77  conventional  Albany
5/7/2017  1.47  conventional  Albany
4/30/2017  1.13  conventional  Albany
4/23/2017  1.34  conventional  Albany
4/16/2017  1.62  conventional  Albany
4/9/2017  1.54  conventional  Albany
4/2/2017  1.62  conventional  Albany
3/26/2017  1.16  conventional  Albany
3/19/2017  1.6  conventional  Albany
3/12/2017  1.54  conventional  Albany
3/5/2017  1.18  conventional  Albany
2/26/2017  1.4  conventional  Albany
2/19/2017  1.67  conventional  Albany
2/12/2017  1.42  conventional  Albany
2/5/2017  1.49  conventional  Albany
1/29/2017  1.31  conventional  Albany
1/22/2017  1.59  conventional  Albany
1/15/2017  1.55  conventional  Albany
1/8/2017  1.55  conventional  Albany
1/1/2017  1.47  conventional  Albany
12/31/2017  0.95  conventional  Atlanta
12/24/2017  1.11  conventional  Atlanta
12/17/2017  1  conventional  Atlanta
12/10/2017  0.99  conventional  Atlanta
12/3/2017  1.07  conventional  Atlanta
11/26/2017  1.12  conventional  Atlanta
11/19/2017  1.13  conventional  Atlanta
11/12/2017  1.11  conventional  Atlanta
11/5/2017  1.08  conventional  Atlanta
10/29/2017  1.28  conventional  Atlanta
10/22/2017  1.49  conventional  Atlanta
10/15/2017  1.64  conventional  Atlanta
10/8/2017  1.6  conventional  Atlanta
10/1/2017  1.55  conventional  Atlanta
9/24/2017  1.5  conventional  Atlanta
9/17/2017  1.59  conventional  Atlanta
9/10/2017  1.54  conventional  Atlanta
9/3/2017  1.53  conventional  Atlanta
8/27/2017  1.49  conventional  Atlanta
8/20/2017  1.43  conventional  Atlanta
8/13/2017  1.37  conventional  Atlanta
8/6/2017  1.36  conventional  Atlanta
7/30/2017  1.34  conventional  Atlanta
7/23/2017  1.24  conventional  Atlanta
